00:14:bf:eb:81:5d,00:22:b0:68:05:36,02:2c:2c:36:bb:34,20:c9:d0:aa:22:68,20:c9:d0:aa:22:69,22:e2:30:f4:40:5d,34:fc:b9:ee:20:20,34:fc:b9:ee:20:21,34:fc:b9:ee:da:a0,34:fc:b9:ee:da:a1,34:fc:b9:ee:da:b0,34:fc:b9:ee:da:b1,38:72:c0:47:8a:af,38:d5:47:73:ef:f8,38:d5:47:73:ef:fc,40:b0:34:b2:2c:a2,40:e3:d6:b1:b2:c0,40:e3:d6:b1:b2:c1,40:e3:d6:b1:b2:d0,40:e3:d6:b1:b2:d1,40:e3:d6:b2:47:40,40:e3:d6:b2:47:41,40:e3:d6:b2:47:50,40:e3:d6:b2:47:51,40:e3:d6:b2:49:a0,40:e3:d6:b2:49:a1,40:e3:d6:b2:49:b0,40:e3:d6:b2:49:b1,40:e3:d6:b2:4d:40,40:e3:d6:b2:4d:41,40:e3:d6:b2:4d:50,40:e3:d6:b2:4d:51,40:e3:d6:b2:54:20,40:e3:d6:b2:54:21,40:e3:d6:b2:54:23,40:e3:d6:b2:54:30,40:e3:d6:b2:54:31,40:e3:d6:b2:54:33,54:b8:0a:12:e7:ae,60:e3:27:be:73:bc,6a:14:01:38:a9:9f,90:94:e4:3d:43:98,_id,a8:bd:27:6a:a5:c0,a8:bd:27:6a:a5:c1,a8:bd:27:6a:a5:d0,a8:bd:27:6a:a5:d1,a8:bd:27:6a:a8:e0,a8:bd:27:6a:a8:e1,a8:bd:27:6a:a8:f0,a8:bd:27:6a:a8:f1,a8:bd:27:6a:b5:40,a8:bd:27:6a:b5:41,a8:bd:27:6a:b5:50,a8:bd:27:6a:b5:51,a8:bd:27:6a:c1:c0,a8:bd:27:6a:c1:c1,a8:bd:27:6a:c1:d0,a8:bd:27:6a:c1:d1,a8:bd:27:6a:c6:60,a8:bd:27:6a:c6:61,a8:bd:27:6a:c6:70,a8:bd:27:6a:c6:71,ac:a3:1e:df:0a:60,ac:a3:1e:df:0a:61,ac:a3:1e:df:0a:70,ac:a3:1e:df:0a:71,ac:a3:1e:df:3b:40,ac:a3:1e:df:3b:41,ac:a3:1e:df:43:20,ac:a3:1e:df:43:21,ac:a3:1e:df:43:30,ac:a3:1e:df:43:31,ac:a3:1e:df:46:20,ac:a3:1e:df:46:21,e4:8d:8c:9d:a2:ca,f4:f2:6d:c4:fc:72,lat,lng,waypoint_id
-80.0,-85.0,,-77,-73,-86.0,,,,,-84.0,-83.0,,,,,,,,,-74.0,-74.0,-69,,-90.0,-90.0,,,-82.0,-82.0,-83.0,-81.0,-87.0,-89.0,-77.0,-83.0,-82.0,-82.0,,-66.0,,,5af9b5ee1a6fb44971564eb0,,,,,-90.0,-90.0,,,,,,,-64.0,-62.0,-62.0,-62.0,-78.0,-78.0,-76,-75,-83.0,,-80.0,-81.0,,,-92.0,-88.0,-84.0,-85.0,,,,-91,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-80.0,-85.0,,-77,-73,-86.0,,,,,-84.0,-83.0,,,,,,,,,-74.0,-74.0,-69,,-90.0,-90.0,,,-82.0,-82.0,-83.0,-81.0,-87.0,-89.0,-77.0,-83.0,-82.0,-82.0,,-66.0,,,5af9b5f11a6fb44971564eb1,,,,,-90.0,-90.0,,,,,,,-64.0,-62.0,-62.0,-62.0,-78.0,-78.0,-76,-75,-83.0,,-80.0,-81.0,,,-92.0,-88.0,-84.0,-85.0,,,,-91,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-80.0,-85.0,,-80,-76,-85.0,,,,,-82.0,-80.0,,,,,,,,,-77.0,-74.0,-68,,-90.0,-90.0,,,-82.0,-82.0,-81.0,-82.0,-84.0,-86.0,-83.0,-83.0,-84.0,-84.0,,-67.0,,-89.0,5af9b5f31a6fb44971564eb2,,,,,-90.0,-90.0,,,,,,,-68.0,-69.0,-69.0,-62.0,-78.0,-78.0,-72,-73,-78.0,,-80.0,-79.0,,-90.0,-92.0,-86.0,-84.0,-85.0,,,,-91,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-80.0,-85.0,,-80,-76,-85.0,,,,,-82.0,-80.0,,,,,,,,,-77.0,-74.0,-68,,-90.0,-90.0,,,-82.0,-82.0,-81.0,-82.0,-84.0,-86.0,-83.0,-83.0,-84.0,-84.0,,-67.0,,-89.0,5af9b5f41a6fb44971564eb3,,,,,-90.0,-90.0,,,,,,,-68.0,-69.0,-69.0,-62.0,-78.0,-78.0,-72,-73,-78.0,,-80.0,-79.0,,-90.0,-92.0,-86.0,-84.0,-85.0,,,,-91,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-83.0,,,-78,-79,-84.0,,,-83.0,-83.0,-80.0,-82.0,,-91.0,,,,,,,-77.0,-74.0,-68,,,,,,-82.0,-82.0,-80.0,-80.0,-84.0,-86.0,-79.0,-80.0,-82.0,-83.0,,-68.0,,-89.0,5af9b5f71a6fb44971564eb4,,,,,-87.0,-85.0,-86.0,-85.0,,,,,-67.0,-69.0,-69.0,,-81.0,-81.0,-74,-74,-78.0,,-81.0,-81.0,,-90.0,-92.0,-86.0,-84.0,-85.0,,,,-92,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-84.0,,,-80,-76,-84.0,,,-87.0,-83.0,-82.0,-82.0,,-91.0,,,,,,,-74.0,-74.0,-69,,-90.0,,,,-82.0,-82.0,-85.0,-86.0,-84.0,-86.0,-84.0,-84.0,-84.0,-85.0,,-68.0,,-88.0,5af9b5fa1a6fb44971564eb5,,,,,-87.0,-86.0,-86.0,-85.0,,,,,-67.0,-69.0,-69.0,,-81.0,-81.0,-76,-76,-78.0,,-81.0,-82.0,,-90.0,-89.0,-90.0,,,,,,-89,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-87.0,,,-80,-76,-88.0,,,-81.0,-92.0,,,,,,,,,,,-70.0,-70.0,-75,-81.0,,,,,-90.0,,-84.0,-85.0,-83.0,-81.0,-81.0,-81.0,-81.0,-87.0,-91.0,-68.0,,,5af9b6071a6fb44971564eb7,,,,,-88.0,-88.0,,,,,,,-62.0,-65.0,-62.0,,-79.0,-80.0,-80,-81,,,-80.0,-80.0,,,-86.0,-87.0,,,,,,-86,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-87.0,,,-85,-78,-91.0,,,-81.0,-92.0,,,,,,,,,,,-74.0,-74.0,-75,-74.0,,,,,-90.0,-90.0,-84.0,-84.0,-78.0,-78.0,-73.0,-84.0,-85.0,-84.0,-88.0,-68.0,,,5af9b6091a6fb44971564eb8,,,,,-88.0,-88.0,,,-86.0,,,,-59.0,-58.0,-62.0,,-79.0,-80.0,-85,-85,,,-80.0,-80.0,-86.0,,-86.0,-85.0,,,,,,-92,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-87.0,,,-85,-78,-91.0,,,-81.0,-92.0,,,,,,,,,,,-74.0,-74.0,-75,-74.0,,,,,-90.0,-90.0,-84.0,-84.0,-78.0,-78.0,-73.0,-84.0,-85.0,-84.0,-88.0,-68.0,,,5af9b60c1a6fb44971564eb9,,,,,-88.0,-88.0,,,-86.0,,,,-59.0,-58.0,-62.0,,-79.0,-80.0,-85,-85,,,-80.0,-80.0,-86.0,,-86.0,-85.0,,,,,,-92,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-91.0,,,-85,-79,-91.0,,,-85.0,-87.0,,,,,,,,,,,-74.0,-74.0,-74,-76.0,,,,,-90.0,-90.0,-84.0,-84.0,-78.0,-78.0,-78.0,-83.0,-82.0,-84.0,-90.0,-74.0,,,5af9b60f1a6fb44971564eba,,,,,,,,,-85.0,-85.0,-86.0,-86.0,-61.0,-58.0,-72.0,-72.0,,,-85,-85,,,,,-86.0,,-86.0,-85.0,,,,,,-92,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-91.0,,,-84,-80,-91.0,,,-86.0,-87.0,,,,,,,,,,,-74.0,-74.0,-76,-77.0,-90.0,-91.0,,,-90.0,-90.0,,-84.0,-76.0,-78.0,-77.0,-84.0,-85.0,-84.0,-90.0,-72.0,,,5af9b6121a6fb44971564ebb,,,,,,,,,-85.0,-85.0,-86.0,-86.0,-61.0,-58.0,-70.0,-70.0,,,-82,-82,,,,,-87.0,-85.0,-81.0,-85.0,,-84.0,,,,-92,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-92.0,,,-86,-79,,,,-86.0,-87.0,,,,,,,,,,,,-81.0,-74,-75.0,-90.0,-91.0,,,,,,,-76.0,,-78.0,-86.0,-85.0,-86.0,-90.0,-77.0,,-88.0,5af9b6151a6fb44971564ebc,,,,,,,,,-85.0,-85.0,-86.0,-88.0,-66.0,-67.0,-67.0,-70.0,,,-84,-82,,,,,-87.0,-85.0,-81.0,,,-84.0,,,,-92,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-92.0,,,-86,-79,,,,-86.0,-87.0,,,,,,,,,,,,-81.0,-74,-75.0,-90.0,-91.0,,,,,,,-76.0,,-78.0,-86.0,-85.0,-86.0,-90.0,-77.0,,-88.0,5af9b6171a6fb44971564ebd,,,,,,,,,-85.0,-85.0,-86.0,-88.0,-66.0,-67.0,-67.0,-70.0,,,-84,-82,,,,,-87.0,-85.0,-81.0,,,-84.0,,,,-92,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-92.0,,,-87,-80,,,,,,,,,,,,,,,,-80.0,-81.0,-76,-79.0,,,,,,,-87.0,-90.0,-78.0,-79.0,-78.0,-84.0,-85.0,-85.0,-90.0,-78.0,,-88.0,5af9b61c1a6fb44971564ebe,,,,,,,,,-88.0,,-86.0,-86.0,-66.0,-65.0,-67.0,,-89.0,-89.0,-81,-82,,-89.0,,,-89.0,-88.0,-84.0,-83.0,-86.0,-86.0,,,,-88,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-92.0,,,-87,-80,,,,,,,,,,,,,,,,-80.0,-81.0,-76,-79.0,,,,,,,-87.0,-90.0,-78.0,-79.0,-78.0,-84.0,-85.0,-85.0,-90.0,-78.0,,-88.0,5af9b61e1a6fb44971564ebf,,,,,,,,,-88.0,,-86.0,-86.0,-66.0,-65.0,-67.0,,-89.0,-89.0,-81,-82,,-89.0,,,-89.0,-88.0,-84.0,-83.0,-86.0,-86.0,,,,-88,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-92.0,,,-87,-80,,,,,,,,,,,,,,,,-80.0,-81.0,-76,-79.0,,,,,,,-87.0,-90.0,-78.0,-79.0,-78.0,-84.0,-85.0,-85.0,-90.0,-78.0,,-88.0,5af9b6201a6fb44971564ec0,,,,,,,,,-88.0,,-86.0,-86.0,-66.0,-65.0,-67.0,,-89.0,-89.0,-81,-82,,-89.0,,,-89.0,-88.0,-84.0,-83.0,-86.0,-86.0,,,,-88,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-92.0,,,-88,-78,,,,,,,,,,,,,,,,-81.0,-82.0,-76,-77.0,,,,,,,-87.0,-90.0,-78.0,-79.0,-81.0,-86.0,-87.0,-86.0,-90.0,-78.0,,-87.0,5af9b6201a6fb44971564ec1,,,,,,,,,-89.0,,-86.0,-86.0,-75.0,-76.0,,,-89.0,-89.0,-83,-83,-92.0,-91.0,,,-89.0,-88.0,-79.0,-81.0,-86.0,-86.0,,,,-90,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-92.0,,,-88,-78,,,,,,,,,,,,,,,,-81.0,-82.0,-76,-77.0,,,,,,,-87.0,-90.0,-78.0,-79.0,-81.0,-86.0,-87.0,-86.0,-90.0,-78.0,,-87.0,5af9b6211a6fb44971564ec2,,,,,,,,,-89.0,,-86.0,-86.0,-75.0,-76.0,,,-89.0,-89.0,-83,-83,-92.0,-91.0,,,-89.0,-88.0,-79.0,-81.0,-86.0,-86.0,,,,-90,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-92.0,,,-88,-78,,,,,,,,,,,,,,,,-81.0,-82.0,-76,-77.0,,,,,,,-87.0,-90.0,-78.0,-79.0,-81.0,-86.0,-87.0,-86.0,-90.0,-78.0,,-87.0,5af9b6221a6fb44971564ec3,,,,,,,,,-89.0,,-86.0,-86.0,-75.0,-76.0,,,-89.0,-89.0,-83,-83,-92.0,-91.0,,,-89.0,-88.0,-79.0,-81.0,-86.0,-86.0,,,,-90,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
,,,-86,-80,,,,,-83.0,,,,,,,,,,,-79.0,-79.0,-75,-75.0,,,,,,,-89.0,-86.0,-80.0,-80.0,-80.0,-84.0,-85.0,-86.0,-90.0,-72.0,,-87.0,5af9b6291a6fb44971564ec4,,,,,,,,,-89.0,,-84.0,-85.0,-67.0,-65.0,,,-88.0,-88.0,-84,-83,-92.0,-91.0,,,,-86.0,-82.0,-83.0,-85.0,-84.0,,,,-89,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
,,,-86,-80,,,,,-83.0,,,,,,,,,,,-79.0,-79.0,-75,-75.0,,,,,,,-89.0,-86.0,-80.0,-80.0,-80.0,-84.0,-85.0,-86.0,-90.0,-72.0,,-87.0,5af9b62b1a6fb44971564ec5,,,,,,,,,-89.0,,-84.0,-85.0,-67.0,-65.0,,,-88.0,-88.0,-84,-83,-92.0,-91.0,,,,-86.0,-82.0,-83.0,-85.0,-84.0,,,,-89,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
,,,-90,-78,-91.0,,,,-83.0,,,,,,,,,,,-82.0,-83.0,-76,-76.0,,,,,,,-89.0,-86.0,-80.0,-80.0,-80.0,-86.0,-85.0,-87.0,-89.0,-75.0,,,5af9b62c1a6fb44971564ec6,,,,,,,,,-84.0,,-86.0,-84.0,-66.0,-67.0,,,-88.0,-88.0,-82,-81,,-88.0,,,,-86.0,-84.0,-84.0,-85.0,-84.0,,,,-92,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
,,,-90,-78,-91.0,,,,-83.0,,,,,,,,,,,-82.0,-83.0,-76,-76.0,,,,,,,-89.0,-86.0,-80.0,-80.0,-80.0,-86.0,-85.0,-87.0,-89.0,-75.0,,,5af9b62f1a6fb44971564ec7,,,,,,,,,-84.0,,-86.0,-84.0,-66.0,-67.0,,,-88.0,-88.0,-82,-81,,-88.0,,,,-86.0,-84.0,-84.0,-85.0,-84.0,,,,-92,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
,,,-84,-80,-91.0,,,-87.0,,,,,,,,,,,,-82.0,-83.0,-75,-76.0,,,,,,,-89.0,-86.0,-80.0,-80.0,-83.0,-85.0,-87.0,-87.0,-91.0,-75.0,,,5af9b6321a6fb44971564ec8,,,,,,,,,-87.0,,-86.0,-84.0,-64.0,-67.0,-68.0,-68.0,,-87.0,-83,-84,,-88.0,,,,-86.0,-84.0,-84.0,-85.0,-84.0,,,,-92,39.479085358210256,-6.341946087777615,5af9b6071a6fb44971564eb6
-91.0,,,-83,-84,,,,-86.0,-86.0,-83.0,-83.0,,,,,,,,,-75.0,-75.0,-71,-78.0,,,,,,,-82.0,-83.0,-80.0,,-77.0,-84.0,-84.0,-84.0,,-64.0,,-90.0,5af9b63f1a6fb44971564ec9,,,,,,,,,,,-83.0,-85.0,-64.0,-64.0,-61.0,,-82.0,-82.0,-73,-73,-88.0,,-84.0,-86.0,,,-91.0,-90.0,-85.0,-88.0,,,,-93,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-91.0,,,-91,-77,,,,,,-85.0,-85.0,,,,,,,,,-77.0,-77.0,-69,,,,,,-92.0,-91.0,-83.0,-82.0,-87.0,-87.0,-86.0,-82.0,-83.0,-82.0,,-68.0,,,5af9b6401a6fb44971564eca,,,,,,,,,,,,,-61.0,-61.0,-67.0,,-82.0,-82.0,-81,-82,-88.0,-88.0,-81.0,-81.0,,,-91.0,-90.0,-85.0,-88.0,,,,-91,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-91.0,,,-91,-77,,,,,,-85.0,-85.0,,,,,,,,,-77.0,-77.0,-69,,,,,,-92.0,-91.0,-83.0,-82.0,-87.0,-87.0,-86.0,-82.0,-83.0,-82.0,,-68.0,,,5af9b6421a6fb44971564ecb,,,,,,,,,,,,,-61.0,-61.0,-67.0,,-82.0,-82.0,-81,-82,-88.0,-88.0,-81.0,-81.0,,,-91.0,-90.0,-85.0,-88.0,,,,-91,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-91.0,,,-83,-79,,,,,,-85.0,-85.0,,,,,,,,,-72.0,-77.0,-67,-70.0,-91.0,-90.0,,,-79.0,-91.0,-81.0,-80.0,-87.0,-87.0,-79.0,-85.0,-86.0,-86.0,,-60.0,,,5af9b6441a6fb44971564ecc,,,,,,,,,,,,,-61.0,-61.0,-64.0,-64.0,,,-79,-79,,-88.0,-82.0,-82.0,,,-91.0,-90.0,,,,,,-93,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-91.0,,,-83,-79,,,,,,-85.0,-85.0,,,,,,,,,-72.0,-77.0,-67,-70.0,-91.0,-90.0,,,-79.0,-91.0,-81.0,-80.0,-87.0,-87.0,-79.0,-85.0,-86.0,-86.0,,-60.0,,,5af9b6451a6fb44971564ecd,,,,,,,,,,,,,-61.0,-61.0,-64.0,-64.0,,,-79,-79,,-88.0,-82.0,-82.0,,,-91.0,-90.0,,,,,,-93,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-91.0,,,-83,-79,,,,,,-85.0,-85.0,,,,,,,,,-72.0,-77.0,-67,-70.0,-91.0,-90.0,,,-79.0,-91.0,-81.0,-80.0,-87.0,-87.0,-79.0,-85.0,-86.0,-86.0,,-60.0,,,5af9b6471a6fb44971564ece,,,,,,,,,,,,,-61.0,-61.0,-64.0,-64.0,,,-79,-79,,-88.0,-82.0,-82.0,,,-91.0,-90.0,,,,,,-93,39.47910192045669,-6.342027559876442,5af9b5cd1a6fb44971564ea1
-84.0,,,-89,-80,-89.0,,,-84.0,,-83.0,-83.0,,-93.0,,,,,,,-77.0,-76.0,-66,-70.0,-91.0,-90.0,,,-86.0,-86.0,-79.0,-79.0,-83.0,-81.0,-82.0,-82.0,-84.0,-83.0,,-72.0,,-91.0,5af9b64d1a6fb44971564ecf,,,,,-91.0,-93.0,-87.0,-86.0,,,,,-65.0,-62.0,-64.0,-64.0,,-83.0,-76,-76,-86.0,,-80.0,-83.0,,,-89.0,,,,,,,-90,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-84.0,,,-86,-81,-87.0,,,-85.0,-85.0,-84.0,-84.0,,-93.0,,,,,,,-71.0,-72.0,-66,,,,,,-86.0,-86.0,-80.0,-80.0,-83.0,-81.0,-82.0,-85.0,-86.0,-83.0,,-72.0,,-91.0,5af9b6501a6fb44971564ed0,,,,,-93.0,-93.0,-87.0,-87.0,,,,,-67.0,-67.0,-55.0,,-77.0,-79.0,-75,-75,-85.0,-85.0,-86.0,-86.0,,,-90.0,-91.0,,,,,,-92,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-84.0,,,-86,-81,-87.0,,,-85.0,-85.0,-84.0,-84.0,,-93.0,,,,,,,-71.0,-72.0,-66,,,,,,-86.0,-86.0,-80.0,-80.0,-83.0,-81.0,-82.0,-85.0,-86.0,-83.0,,-72.0,,-91.0,5af9b6511a6fb44971564ed1,,,,,-93.0,-93.0,-87.0,-87.0,,,,,-67.0,-67.0,-55.0,,-77.0,-79.0,-75,-75,-85.0,-85.0,-86.0,-86.0,,,-90.0,-91.0,,,,,,-92,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-84.0,,,-86,-81,-87.0,,,-85.0,-85.0,-84.0,-84.0,,-93.0,,,,,,,-71.0,-72.0,-66,,,,,,-86.0,-86.0,-80.0,-80.0,-83.0,-81.0,-82.0,-85.0,-86.0,-83.0,,-72.0,,-91.0,5af9b6531a6fb44971564ed2,,,,,-93.0,-93.0,-87.0,-87.0,,,,,-67.0,-67.0,-55.0,,-77.0,-79.0,-75,-75,-85.0,-85.0,-86.0,-86.0,,,-90.0,-91.0,,,,,,-92,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
,,,-87,-74,-87.0,,,-85.0,-85.0,-82.0,-82.0,,,,,,,,,-71.0,-72.0,-66,,,,,,-86.0,-86.0,-77.0,-78.0,-83.0,-81.0,-85.0,-85.0,-86.0,-83.0,,-76.0,,-91.0,5af9b6551a6fb44971564ed3,,,,,-93.0,,-87.0,-87.0,,,,,-74.0,-74.0,-69.0,,-77.0,-79.0,-82,-83,-85.0,-92.0,-86.0,-86.0,,,-90.0,-91.0,,,,,,-93,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-84.0,,,-87,-75,-87.0,,,-85.0,-85.0,-84.0,-86.0,,,,,,,,,-71.0,-72.0,-66,,-85.0,-86.0,,,,,-76.0,-76.0,-85.0,-86.0,-86.0,-88.0,-87.0,-88.0,,-71.0,,,5af9b6581a6fb44971564ed4,,,,,-93.0,,-87.0,-88.0,,,,,-70.0,-74.0,-59.0,-60.0,-77.0,-79.0,-81,-81,-85.0,-92.0,-86.0,-86.0,,,-90.0,-91.0,,,,,,-91,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-84.0,,,-87,-75,-87.0,,,-85.0,-85.0,-84.0,-86.0,,,,,,,,,-71.0,-72.0,-66,,-85.0,-86.0,,,,,-76.0,-76.0,-85.0,-86.0,-86.0,-88.0,-87.0,-88.0,,-71.0,,,5af9b65a1a6fb44971564ed5,,,,,-93.0,,-87.0,-88.0,,,,,-70.0,-74.0,-59.0,-60.0,-77.0,-79.0,-81,-81,-85.0,-92.0,-86.0,-86.0,,,-90.0,-91.0,,,,,,-91,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-84.0,-95.0,,-87,-73,,,,,,-82.0,-84.0,,,,,,,,,-75.0,,-66,,-91.0,-91.0,,,,,-81.0,-82.0,-85.0,-86.0,-84.0,-88.0,-87.0,-88.0,,-71.0,,,5af9b65e1a6fb44971564ed6,,,,,,,-85.0,-86.0,,,,,-70.0,-74.0,-61.0,-60.0,-82.0,-81.0,-79,-79,,-92.0,-82.0,-82.0,,,,,,,,,,-91,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-84.0,-95.0,,-84,-73,,,,-87.0,-88.0,-84.0,-84.0,,,,,,,,,-69.0,-69.0,-66,,-91.0,-91.0,,,,,-80.0,-81.0,-85.0,-86.0,-85.0,-88.0,-87.0,-88.0,,-71.0,,-91.0,5af9b6611a6fb44971564ed7,,,,,,,-85.0,-86.0,,,,,-67.0,-67.0,-68.0,-60.0,-86.0,-81.0,-79,-80,,,-84.0,-83.0,,,,,,,,,,-87,39.479063879041036,-6.342043653130531,5af9b57c1a6fb44971564e93
-77.0,,,-78,-71,-84.0,,,,-87.0,-76.0,-76.0,,,,,,,,,-63.0,,-57,,,-88.0,-83.0,-83.0,-87.0,,-69.0,-69.0,-89.0,-90.0,-88.0,-86.0,-85.0,-88.0,,-78.0,,-81.0,5af9b66c1a6fb44971564ed8,,,,,-92.0,-84.0,-82.0,-82.0,,,,,-64.0,,-66.0,-63.0,-82.0,-81.0,-71,-71,,,-82.0,-85.0,,,,,,,,,-87.0,-83,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-77.0,,,-78,-71,-84.0,,,,-87.0,-76.0,-76.0,,,,,,,,,-63.0,,-57,,,-88.0,-83.0,-83.0,-87.0,,-69.0,-69.0,-89.0,-90.0,-88.0,-86.0,-85.0,-88.0,,-78.0,,-81.0,5af9b66d1a6fb44971564ed9,,,,,-92.0,-84.0,-82.0,-82.0,,,,,-64.0,,-66.0,-63.0,-82.0,-81.0,-71,-71,,,-82.0,-85.0,,,,,,,,,-87.0,-83,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-77.0,,,-78,-71,-84.0,,,,-87.0,-76.0,-76.0,,,,,,,,,-63.0,,-57,,,-88.0,-83.0,-83.0,-87.0,,-69.0,-69.0,-89.0,-90.0,-88.0,-86.0,-85.0,-88.0,,-78.0,,-81.0,5af9b66d1a6fb44971564eda,,,,,-92.0,-84.0,-82.0,-82.0,,,,,-64.0,,-66.0,-63.0,-82.0,-81.0,-71,-71,,,-82.0,-85.0,,,,,,,,,-87.0,-83,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-77.0,,,-78,-71,-84.0,,,,-87.0,-76.0,-76.0,,,,,,,,,-63.0,,-57,,,-88.0,-83.0,-83.0,-87.0,,-69.0,-69.0,-89.0,-90.0,-88.0,-86.0,-85.0,-88.0,,-78.0,,-81.0,5af9b66f1a6fb44971564edb,,,,,-92.0,-84.0,-82.0,-82.0,,,,,-64.0,,-66.0,-63.0,-82.0,-81.0,-71,-71,,,-82.0,-85.0,,,,,,,,,-87.0,-83,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-82.0,,,-78,-71,-84.0,,,-89.0,,-79.0,-80.0,-92.0,,,,,,,,-63.0,,-55,,,,-87.0,-87.0,-83.0,-83.0,-71.0,-71.0,-86.0,-85.0,-85.0,-87.0,-85.0,-88.0,,-79.0,,-92.0,5af9b66f1a6fb44971564edc,,,,,,-84.0,-85.0,-84.0,,,,,-84.0,-84.0,-66.0,,-82.0,-81.0,-74,-74,-86.0,-88.0,-82.0,-85.0,,,,,,,,,-89.0,-79,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-82.0,,,-78,-71,-84.0,,,-89.0,,-79.0,-80.0,-92.0,,,,,,,,-63.0,,-55,,,,-87.0,-87.0,-83.0,-83.0,-71.0,-71.0,-86.0,-85.0,-85.0,-87.0,-85.0,-88.0,,-79.0,,-92.0,5af9b6711a6fb44971564edd,,,,,,-84.0,-85.0,-84.0,,,,,-84.0,-84.0,-66.0,,-82.0,-81.0,-74,-74,-86.0,-88.0,-82.0,-85.0,,,,,,,,,-89.0,-79,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-82.0,,,-78,-71,-84.0,,,-89.0,,-79.0,-80.0,-92.0,,,,,,,,-63.0,,-55,,,,-87.0,-87.0,-83.0,-83.0,-71.0,-71.0,-86.0,-85.0,-85.0,-87.0,-85.0,-88.0,,-79.0,,-92.0,5af9b6731a6fb44971564ede,,,,,,-84.0,-85.0,-84.0,,,,,-84.0,-84.0,-66.0,,-82.0,-81.0,-74,-74,-86.0,-88.0,-82.0,-85.0,,,,,,,,,-89.0,-79,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-82.0,,,-77,-72,-84.0,,,-89.0,,-74.0,-77.0,-92.0,,,,,,,,,,-54,,-85.0,-78.0,-83.0,-82.0,-83.0,-83.0,-72.0,-72.0,-86.0,-85.0,-84.0,-87.0,-85.0,-88.0,,-79.0,,-92.0,5af9b6731a6fb44971564edf,,,,,-87.0,-86.0,-80.0,-79.0,,,,,-84.0,-84.0,-71.0,-71.0,-86.0,-86.0,-70,-70,-86.0,-88.0,-82.0,-83.0,,,,,,,,,-89.0,-76,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
